user,filename,extension,code
mdrc,/Users/AK/Code/ffc/bigpaper/submissions/mdrc - 1 submission/exploreFFC.R,r,"['tidyverse', 'ggthemes', 'grid', 'gridExtra', 'Hmisc', 'Amelia', 'rmarkdown', 'knitr', 'format', 'Sys.Date', 'format', 'dirname', '::', 'paste0', 'paste0', 'paste0', 'read.csv', 'paste0', 'read.csv', 'paste0', 'names', 'names', 'merge', 'by', 'all', 'save', 'file', 'paste0', 'dim', 'dim', 'dim', 'rm', 'read.csv', 'paste0', 'save', 'file', 'paste0', 'names', 'kable', 'summary', 'data', 'data', '+', 'theme_few', '+', 'names', '+', 'lapply', 'data', '::', 'is.na', '+', 'theme_few', '+', '+', '~', '::', 'render', 'paste0', 'paste0']"
mdrc,/Users/AK/Code/ffc/bigpaper/submissions/mdrc - 1 submission/FFCsubmitedcode.R,r,[]
mdrc,/Users/AK/Code/ffc/bigpaper/submissions/mdrc - 1 submission/VarProcessingFunctions.R,r,"['row', '*', 'row', '%in%', 'as.matrix', 'apply', 'ncol', '==', 'nrow', 't', 'as.matrix', 'lapply', 'as.matrix', 'do.call', 'cbind', 'expand.grid', 'as.character', 'unlist', 'as.character', 'colnames', 'sprintf', 'ifelse', '==', 'ifelse', '==', 'ifelse', '==', '==', 'paste0', '==', 'paste0', 'paste0', '%in%', 'colnames', '==', 'paste0', '==', 'paste0', 'paste0', '%in%', 'colnames', '==', 'paste0', '==', 'paste0', 'paste0', '%in%', 'colnames', '==', 'paste0', 'which', '==', 'paste0', 'paste0', 'rbind', 'ncol', '-', 'length', 'ncol', 'ifelse', '==', 'ifelse', '==', 'ifelse', '==', '!=', 'nrow', 'as.numeric', 'paste0', 'substring', 'which', '==', 'which', '==', 'which', '==', 'which', '==', '==', 'rbind', 'ncol', '-', 'dim', 'ncol', 'ifelse', '==', 'ifelse', '==', 'ifelse', '==', '!=', 'nrow', 'as.numeric', 'paste0', 'substring', 'which', '==', 'which', '==', 'which', '==', 'which', '==', '==', 'rbind', 'ncol', '-', 'dim', 'ncol', 'ifelse', '==', 'ifelse', '==', 'ifelse', '==', '==', 'paste0', '==', 'paste0', 'paste0', '%in%', 'colnames', '==', 'paste0', '==', 'paste0', '==', 'paste0', '==', 'paste0', '==', 'paste0', 'which', '==', 'paste0', 'paste0', 'rbind', 'ncol', '-', 'length', 'ncol', '-', 'ncol', 'print', 'sum', 'is.na', 'length', 'table', 'colnames', 'which', '%in%', 'paste0', 'paste0', 'print', 'rbind']"
mdrc,/Users/AK/Code/ffc/bigpaper/submissions/mdrc - 1 submission/FFCvarprocessing.R,r,"['::', 'opts_chunk', 'knitr', 'plyr', 'getwd', 'paste0', 'load', 'paste0', 'load', 'paste0', 'read.csv', 'paste0', 'read.csv', 'paste0', 'rbind', 'save', 'file', 'paste0', 'count', 'count', 'count', 'table', 'unlist', 'which', '==', 'sum', 'sapply', 'which', '==', 'sum', '==', '>', 'which', '==', 'sapply', 'which', '==', 'sum', '==', '>', 'unique', 'which', '==', 'sapply', 'which', '==', 'sum', '==', '>', 'which', '==', 'table', 'table', 'unlist', 'which', '==', 'which', '==', 'which', 'sapply', 'which', '==', 'sum', '==', '>', 'which', '==', 'as.numeric', 'apply', 'as.matrix', '-', 'length', 'unique', 'which', '>=', '<=', '&', '==', 'sapply', 'length', 'as.list', 'sapply', 'unique', 'which', '>', 'do.call', 'cbind', 'sapply', 'length', 'as.numeric', 'apply', 'as.matrix', '-', 'length', 'unique', 'which', '>=', '<=', '&', '==', '|', 'is.na', 'sapply', 'length', 'as.list', 'sapply', 'unique', 'which', '>', 'do.call', 'cbind', 'sapply', 'length', 'as.numeric', 'apply', 'as.matrix', '-', 'length', 'unique', 'which', '>=', '>', '&', '==', 'round', 'which', '>=', '<<-', 'cut', 'which', '>=', 'unique', 'which', '>=', '/', '/', 'sapply', 'length', 'as.numeric', 'apply', 'as.matrix', '-', 'length', 'unique', 'which', '>=', '>', '&', '==', '|', 'is.na', 'round', 'which', '>=', '<<-', 'cut', 'which', '>=', 'unique', 'which', '>=', '/', '/', 'sapply', 'length', 'save', 'file', 'paste0']"
mdb,/Users/AK/Code/ffc/bigpaper/submissions/mdb - 1 submission/code.R,r,"['setwd', 'readr', 'read_csv', 'read_csv', 'read_csv', 'setwd', 'load', 'dplyr', 'select', 'starts_with', 'colSums', '!', 'is.na', '>', 'select', '-', 'ends_with', 'select', '-', 'ends_with', 'colSums', 'is.na', 'table', 'colSums', 'is.na', '<=', '%>%', 'filter', '<', 'mice', 'md.pattern', 'VIM', 'aggr', 'col', 'labels', 'names', 'merge', 'by', 'all', 'mice', 'summary', 'complete', 'complete', 'complete', 'sum', 'is.na', 'sum', 'is.na', '~', '+', '+', '+', '+', '+', '+', 'summary', 'as.data.frame', 'write.csv', 'row.names']"
soc383,/Users/AK/Code/ffc/bigpaper/submissions/soc383 - 23 submission/model.do,do,"['global', 'global', 'global', 'use', 'clear', 'do', 'gen', 'round', '*', 'recode', '/', '*', 'gen', 'capture', 'drop', '*', 'regress', 'predict', 'regress', 'predict', 'regress', 'predict', 'logit', 'predict', 'logit', 'predict', 'logit', 'predict', 'cap', 'drop', '*', 'regress', 'predict', 'regress', 'predict', 'regress', 'predict', 'logit', 'predict', 'logit', 'predict', 'logit', 'predict', 'foreach', 'var', 'in', 'replace', 'if', '>=', 'foreach', 'var', 'in', 'summarize', 'replace', 'r(mean)', 'if', '>=', 'su', '*', 'su', '*', 'do']"
amaatouq,/Users/AK/Code/ffc/bigpaper/submissions/amaatouq - 73 submission/RandomForest.py,py,"['pandas', 'pd', 'numpy', 'np', 'scipy.stats', 'sp', 'warnings', 'sklearn.ensemble', 'sklearn.metrics', 'scipy.stats', 'randint', 'uniform', 'sklearn.model_selection', 'sklearn.metrics.scorer', 'copy', 'read_csv', 'read_csv', 'np', 'array', 'columns', '-', 'mean', '/', 'std', 'columns', 'mode', 'randint', 'randint', 'randint', 'randint', 'randint', 'randint', 'randint', 'randint', 'np', 'array', 'copy', 'copy', 'mode', 'mode', 'full', 'join', 'full', 'copy', 'full', 'dropna', 'np', 'array', 'np', 'inf', '+', 'shuffle', 'shuffle', 'mode', 'mode', 'mode', 'mode', '==', 'mode', '<', 'np', 'inf', '+', 'mode', '<', 'mode', '==', 'mode', '==', 'mode', '==', '+', '+', 'append', 'mode', 'mode', '==', 'append', 'append', 'mode', 'mean', 'mode', '==', '/', 'np', 'array', '/', 'reshape', 'shape', 'np', 'matrix', 'T', 'np', 'array', '*', 'flatten', 'tolist', 'DataFrame', 'from_dict', 'DataFrame', 'from_dict', 'DataFrame', 'from_dict', 'to_csv', '+', 'to_csv', '+', 'to_csv', '+']"
TheLoneCodeman,/Users/AK/Code/ffc/bigpaper/submissions/TheLoneCodeman - 7 submission/secondPredict.py,py,"['pandas', 'pd', 'numpy', 'np', 'sklearn', 'sk', 'sklearn', 'sklearn', 'sklearn', 'read_csv', 'to_datetime', '-', 'to_datetime', '/', 'np', 'timedelta64', 'astype', 'fillna', 'mode', 'iloc', 'fillna', '_get_numeric_data', '<', '_get_numeric_data', 'read_csv', 'read_csv', 'fillna', 'mode', 'iloc', 'isin', 'iloc', 'columns', 'values', 'transform', 'values', 'values', 'values', 'values', 'values', 'values', 'values', 'isin', 'iloc', 'columns', 'values', 'isin', 'DataFrame', 'to_csv']"
TheLoneCodeman,/Users/AK/Code/ffc/bigpaper/submissions/TheLoneCodeman - 7 submission/firstPredict.py,py,"['pandas', 'pd', 'numpy', 'np', 'sklearn', 'sk', 'sklearn', 'sklearn', 'read_csv', 'to_datetime', '-', 'to_datetime', '/', 'np', 'timedelta64', 'astype', 'fillna', 'mode', 'iloc', 'fillna', '_get_numeric_data', '<', '_get_numeric_data', 'read_csv', 'read_csv', 'fillna', 'mode', 'iloc', 'isin', 'iloc', 'columns', 'values', 'transform', 'values', 'values', 'values', 'values', 'values', 'values', 'values', 'isin', 'iloc', 'columns', 'values', 'DataFrame', 'isin', 'iloc', 'concat', 'to_csv']"
TheLoneCodeman,/Users/AK/Code/ffc/bigpaper/submissions/TheLoneCodeman - 7 submission/thirdPredict.py,py,"['pandas', 'pd', 'numpy', 'np', 'sklearn', 'sk', 'sklearn', 'sklearn', 'sklearn', 'read_csv', 'to_datetime', '-', 'to_datetime', '/', 'np', 'timedelta64', 'astype', 'fillna', 'mode', 'iloc', 'fillna', '_get_numeric_data', '<', '_get_numeric_data', 'read_csv', 'read_csv', 'fillna', 'mode', 'iloc', 'isin', 'iloc', 'columns', 'values', 'transform', 'values', 'values', 'values', 'values', 'values', 'values', 'values', 'isin', 'iloc', 'columns', 'values', 'isin', 'DataFrame', 'to_csv']"
amcz,/Users/AK/Code/ffc/bigpaper/submissions/amcz - 6 submission/XGBoost_constructed_variables.R,r,"['caret', 'set.seed', 'xgboost', 'dummies', 'read.csv', 'train', 'read.csv', 'read.csv', 'grep', 'names', 'write.csv', 'file', 'train', 'which', '!', 'is.na', 'train', 'createDataPartition', '-', 'which', 'sapply', 'class', '==', 'dummy.data.frame', 'names', 'names', 'sapply', 'as.numeric', 'data', 'as.matrix', 'dummy.data.frame', 'names', 'names', 'sapply', 'as.numeric', 'as.matrix', 'write.csv', 'file']"
gsharma298,/Users/AK/Code/ffc/bigpaper/submissions/gsharma298 - 1 submission/DataScript.py,py,"['pandas', 'pd', 'numpy', 'np', 'read_csv', 'to_datetime', '-', 'to_datetime', '/', 'np', 'timedelta64', 'astype', 'fillna', 'mode', 'iloc', 'fillna', '_get_numeric_data', '<', 'to_csv', 'read_csv', 'read_csv', 'sort_values', 'merge', 'columns', 'values', 'columns', 'values', 'loc', 'np', 'where', 'dtypes', '==', '==', 'loc', 'ix', 'factorize', 'ix', 'ix', 'factorize', 'ix', 'sklearn.linear_model', 'fillna', '-', 'isnull', 'sum', 'sklearn.cross_validation', 'maximum', 'ix', 'ix', 'ix', 'ix', '>', 'maximum', 'maximum', 'test', 'test', 'ix', 'ix', 'ix', 'DataFrame', 'columns', 'insert', 'to_csv']"
lkermode,/Users/AK/Code/ffc/bigpaper/submissions/lkermode - 11 submission/code.py,py,"['csv', 'sys', 'MissingDataScript', 'pandas', 'pd', 'matplotlib.pyplot', 'plt', 'numpy', 'np', 'os.path', 'sklearn.externals', 'time', '+', '+', '+', '+', '+', 'read_csv', 'read_csv', 'read_csv', 'iloc', 'as_matrix', 'select', 'select_dtypes', 'sort_values', 'drop', 'select_dtypes', 'sort_values', 'drop', 'drop', 'filter', 'values', 'filter', 'values', 'filter', 'values', 'DataFrame', '-', 'items', 'DataFrame', 'columns', 'columns', 'item', 'loc', 'item', 'append', 'items', 'loc', 'items', 'sklearn.feature_selection', '*', '-', 'DataFrame', 'columns', '_selection', '_selection', 'values', 'values', 'append', 'columns', 'loc', 'loc', 'columns', 'to_pickle', 'items', 'DataFrame', 'columns', 'columns', 'item', 'loc', 'item', 'append', 'items', 'loc', 'items', 'filter', 'items', 'values', '-', '-', 'item', 'item', 'item', 'item', 'sklearn.ensemble', 'sklearn.neighbors', 'sklearn.naive_bayes', 'sklearn.tree', 'to_pickle', 'to_pickle', 'to_pickle', 'to_pickle', 'to_pickle', 'loc', 'drop', 'sklearn.linear_model', 'sklearn.linear_model', 'sklearn.linear_model', 'sklearn.linear_model', 'load']"
mogwai,/Users/AK/Code/ffc/bigpaper/submissions/mogwai - 5 submission/train.R,r,"['::', 'read.csv', 'which', 'unlist', 'lapply', '!', 'all', 'is.na', 'with', 'lapply', 'sum', 'is.na', '/', 'length', '>', 'names', 'which', '==', 'caret', 'nearZeroVar', '>', 'row.names', 'head', '+', '>', 'dim', 'write.csv', 'file', 'head', 'read.csv', '<', 'which', 'unlist', 'lapply', '!', 'all', 'is.na', 'with', 'lapply', 'sum', 'is.na', '/', 'length', '>', 'names', 'which', '==', 'dim', 'caret', 'nearZeroVar', '>', 'row.names', 'head', '+', '>', 'dim', 'write.csv', 'file', 'read.csv', '-', 'which', 'unlist', 'lapply', '!', 'all', 'is.na', 'with', 'lapply', 'sum', 'is.na', '/', 'length', '>', 'names', 'which', '==', 'dim', 'as.data.frame', 'summary', 'read.csv', 'head', 'merge', 'by', 'all', 'subset', '!', 'is.na', '-', 'rownames', 'rfImpute', '~', 'as.factor', 'randomForest', '~', 'data', 'importance', 'replace', 'subset', 'is.na', '-', 'rownames', '!', 'names', '%in%', 'VIM', 'DMwR', 'mice', 'missForest', 'doParallel', 'registerDoParallel', 'missForest', 'replace', 'write.csv', 'file', 'rpart', 'as.factor', 'rpart', '~', 'data', 'rpart', '~', 'data', 'as.data.frame', 'row.names', 'colnames', 'head', 'row.names', 'names', '%in%', 'rbind', 'write.csv', 'file', 'rbind', 'row.names', 'ncol', 'ncol', 'as.numeric', 'order', 'write.csv', 'file', 'as.data.frame', 'merge', 'by', 'all', 'subset', '!', 'is.na', '-', 'rownames', '!', 'names', '%in%', 'as.factor', 'rfImpute', '~', 'as.factor', 'write.csv', 'file', 'subset', 'is.na', '-', 'rownames', '!', 'names', '%in%', 'missForest', 'doParallel', 'registerDoParallel', 'missForest', 'replace', 'write.csv', 'file', 'randomForest', '~', 'data', 'importance', 'replace', 'as.data.frame', 'merge', 'by', 'all', 'subset', '!', 'is.na', '-', 'rownames', '-', '!', 'names', '%in%', 'as.factor', 'rfImpute', '~', 'as.factor', 'write.csv', 'file', 'subset', 'is.na', '-', 'rownames', '-', '!', 'names', '%in%', 'missForest', 'doParallel', 'registerDoParallel', 'missForest', 'replace', 'write.csv', 'file', 'randomForest', '~', 'data', 'importance', 'replace', 'as.data.frame', 'merge', 'by', 'all', 'subset', '!', 'is.na', '-', '-', 'rownames', '!', 'names', '%in%', 'rfImpute', '~', 'write.csv', 'file', 'subset', 'is.na', '-', '-', 'rownames', '!', 'names', '%in%', 'missForest', 'doParallel', 'registerDoParallel', 'missForest', 'replace', 'write.csv', 'file', 'randomForest', '~', 'data', 'importance', 'replace', 'as.data.frame', 'merge', 'by', 'all', 'subset', '!', 'is.na', '-', '-', 'rownames', '!', 'names', '%in%', 'rfImpute', '~', 'write.csv', 'file', 'subset', 'is.na', '-', '-', 'rownames', '!', 'names', '%in%', 'missForest', 'doParallel', 'registerDoParallel', 'missForest', 'replace', 'write.csv', 'file', 'randomForest', '~', 'data', 'importance', 'replace', 'as.data.frame', 'merge', 'by', 'all', 'subset', '!', 'is.na', '-', 'rownames', '!', 'names', '%in%', 'as.factor', 'rfImpute', '~', 'as.factor', 'write.csv', 'file', 'subset', 'is.na', '-', 'rownames', '!', 'names', '%in%', 'missForest', 'doParallel', 'registerDoParallel', 'missForest', 'replace', 'write.csv', 'file', 'randomForest', '~', 'data', 'importance', 'replace', 'read.csv', 'read.csv', 'dim', 'dim', 'rbind', 'dim', 'as.numeric', 'order', 'write.csv', 'file', 'abind', 'read.csv', 'read.csv', 'read.csv', 'abind', 'apply', 'mean', 'write.csv', 'file', 'randomForest', 'read.csv', 'train', 'read.csv', 'row.names', 'train', 'train', 'train', 'train', 'train', 'as.factor', 'train', 'randomForest', '~', 'data', 'train', 'importance', 'replace', 'subset', 'is.na', 'dim', '%in%', 'row.names', 'as.data.frame', 'row.names', 'colnames', 'head', 'train', 'row.names', 'train', 'train', 'names', 'train', '%in%', 'rbind', 'dim', 'write.csv', 'file', 'train', 'as.data.frame', 'merge', 'by', 'missForest', 'doParallel', 'registerDoParallel', 'missForest', 'replace', 'write.csv', 'file', 'rpart', 'as.factor', 'rpart', '~', 'data', 'rpart', '~', 'data', 'as.data.frame', 'row.names', 'colnames', 'head', 'row.names', 'names', '%in%', 'rbind', 'write.csv', 'file']"
hinthornw,/Users/AK/Code/ffc/bigpaper/submissions/hinthornw - 3 submission/MissingDataScript.py,py,"['pandas', 'pd', 'numpy', 'np', 'getopt', 'sys', ',', 'time', 'read_csv', 'to_datetime', '-', 'to_datetime', '/', 'np', 'timedelta64', 'astype', 'drop', 'isnull', 'sum', '>', 'drop', 'loc', 'fillna', 'mode', 'iloc', 'dropna', 'nunique', 'apply', 'Series', 'nunique', 'nunique', 'nunique', '==', 'drop', '_get_numeric_data', '<', 'to_csv', '==', '+', '+', '+', '+', '+', '+', '+', '+', '-', '==']"
hinthornw,/Users/AK/Code/ffc/bigpaper/submissions/hinthornw - 3 submission/hinthor_ffc_classify.py,py,"['math', 'getopt', 'pandas', 'pd', 'matplotlib.pyplot', 'plt', 'numpy', 'np', 'sklearn.svm', 'sklearn.linear_model', 'sklearn.model_selection', 'sklearn.tree', 'sklearn.ensemble', 'sklearn.pipeline', 'sklearn.feature_selection', 'sklearn.random_projection', 'sklearn', 'minepy', 'sys', 're', '==', 'dropna', 'loc', 'dropna', 'loc', 'isin', 'loc', '~', 'isin', 'loc', 'isin', 'sort_values', 'sort_values', 'concat', 'Series', 'np', 'nan', 'keys', 'set_index', 'set_index', 'update', 'join', 'shape', 'isnull', 'sort_values', 'shape', '-', 'np', 'full', 'np', 'mean', '*', '*', 'std', 'np', 'std', '%', '-', 'np', 'sum', '/', 'shape', 'std', '*', '%', 'shape', '%', 'mean', 'std', '*', 'shape', 'shape', 'np', 'count_nonzero', '~', 'np', 'isnan', 'np', 'count_nonzero', '~', 'np', 'isnan', '%', 'np', 'count_nonzero', '~', 'np', 'isnan', '+', 'np', 'count_nonzero', '~', 'np', 'isnan', 'size', 'shape', '+', 'shape', 'concat', 'DataFrame', 'np', 'arange', 'size', '+', 'columns', 'DataFrame', 'np', 'full', 'size', 'np', 'nan', 'columns', 'DataFrame', 'columns', 'set_index', 'set_index', 'DataFrame', 'columns', 'set_index', 'update', 'join', 'update', 'join', '+', '+', 'to_csv', '%', 'shape', 'shape', 'shape', '+', '+', '+', 'read_csv', '+', 'read_csv', 'columns', 'match', 'append', 'drop', 'drop', 'select', 'shape', 'shape', 'shape', 'shape', 'axes', 'shape', 'shape', 'shape', 'select_dtypes', 'select_dtypes', 'columns', 'select_dtypes', 'columns', 'select_dtypes', 'np', 'concatenate', 'np', 'concatenate', 'np', 'concatenate', 'np', 'min', '-', 'transform', 'np', 'concatenate', 'np', 'split', 'np', 'arange', 'shape', 'np', 'array', 'np', 'array', 'np', 'array', 'np', 'array', 'shape', '*', '-', '-', 'np', 'min', '/', 'np', 'max', '+', 'transform', 'transform', 'shape', 'shape', 'shape', 'shape', 'np', 'where', 'shape', '!=', 'shape', 'shape', 'shape', 'shape', '!=', 'shape', '%', '-', '%', 'shape', 'shape', 'np', 'zeros', 'shape', '%', '+', '>', '%', '/', 'np', 'mean', '%', '>', 'shape', '>', 'np', 'where', '>', '*', '>', '%', 'np', 'squeeze', 'np', 'squeeze', 'shape', 'shape', '-', 'plot', '*', '*', 'T', 'dot', 'plot', 'dot', 'shape', '>', 'shape', '/', 'shape', '/', '%', 'np', 'argpartition', '-', '-', 'np', 'where', 'np', 'where', 'np', 'squeeze', 'np', 'where', 'np', 'squeeze', 'np', 'where', 'shape', '/', 'shape', 'shape', 'transform', 'transform', 'shape', 'shape', 'np', 'arange', 'shape', 'shape', '-', 'np', 'mean', 'shape', '>', 'np', 'where', 'np', 'array', '>', '*', '>', '*', 'np', 'squeeze', 'np', 'squeeze', 'np', 'array', 'T', 'np', 'where', '>', 'np', 'squeeze', 'shape', '-', 'np', 'array', '%', 'shape', 'np', 'argmin', 'np', 'where', 'np', 'arange', 'np', 'arange', 'np', 'copy', 'np', 'unique', 'np', 'concatenate', 'shape', 'shape', 'shape', 'shape', '==']"
neamah,/Users/AK/Code/ffc/bigpaper/submissions/neamah - 16 submission/learn.py,py,"['__future__', 'division', 'argparse', 'numpy', 'np', 'sklearn.metrics', 'sklearn.feature_selection', 'sklearn.neighbors', 'sklearn.neural_network', 'sklearn.svm', 'sklearn.gaussian_process', 'sklearn.gaussian_process.kernels', 'sklearn.tree', 'sklearn.ensemble', 'sklearn.discriminant_analysis', 'sklearn.naive_bayes', 'sklearn.linear_model', 'sklearn.kernel_ridge', 'sklearn.model_selection', 'sklearn.preprocessing', 'time', 'math', 'csv', 'warnings', 'append', '<', 'append', 'append', 'transform', 'transform', 'transform', 'indices', 'indices', 'transform', 'indices', 'indices', '!=', '-', 'np', 'multiply', 'astype', 'shape', 'shape', '==', 'np', 'multiply', 'np', 'add', 'astype', 'np', 'multiply', 'astype', 'transform', 'shuffle', '-', '+', '+', '+', '/', 'np', 'concatenate', '!=', '-', 'shape', 'shape', 'shuffle', '-', '+', '+', '+', '/', 'np', 'concatenate', '*', '-', '+', '+', '+', '/', 'np', 'concatenate', '!=', '-', 'np', 'multiply', 'astype', 'np', 'concatenate', 'np', 'concatenate', 'shape', 'shape', 'shuffle', '-', '+', '+', '+', '/', 'np', 'concatenate', '-', '+', '+', '+', '/', 'np', 'concatenate', '+', '+', '+', '+', '+', '+', '+', '+', '+', '+', 'astype', 'np', 'divide', 'astype', 'np', 'subtract', 'np', 'divide', 'np', 'copy', '<', '>', '+', '/', '*', '+', 'np', 'copy', '<', '>', '+', '/', '*', '+', 'parser', 'parser', 'parser', 'parser', 'parser', 'parser', 'parser', '-', 'parser', 'parser', 'np', 'load', 'np', 'load', 'np', 'load', 'np', 'load', 'np', 'load', 'np', 'genfromtxt', 'dtype', 'np', 'genfromtxt', 'dtype', 'np', 'genfromtxt', '+', 'np', 'load', 'np', 'delete', '+', 'split', 'np', 'asarray', 'np', 'concatenate', '-', '-', 'shape', 'shape', 'shape', 'shape', 'shape', 'shape', 'shape', 'math', 'isnan', 'append', 'shape', 'shape', 'math', 'isnan', 'append', 'np', 'delete', 'np', 'delete', 'np', 'delete', '+', '+', 'shape', 'shape', 'shape', 'np', 'save', 'np', 'save', 'np', 'save', 'np', 'save', 'np', 'save', '==', 'np', 'ones', 'np', 'ones', 'np', 'ones', '==', 'np', 'ones', 'np', 'ones', 'np', 'ones', 'sort']"
prakhar,/Users/AK/Code/ffc/bigpaper/submissions/prakhar - 4 submission/feature_extract.py,py,"['numpy', 'np', 'pandas', 'pd', 'csv', 'math', 'matplotlib.pyplot', 'plt', 'sklearn.naive_bayes', 'sklearn', 'sklearn.svm', 'sklearn.metrics', 'sklearn.ensemble', 'sklearn.linear_model', 'sklearn.feature_extraction.text', 'sklearn.feature_selection', 'sklearn.decomposition', 'sklearn.preprocessing', 'sklearn.model_selection', 'scipy', 'stats', 'sklearn.utils', 'resample', 'unicodedata', 'math', 'isnan', 'read_csv', 'dtype', 'values', 'shape', '-', '-', '-', '-', '==', 'math', 'isnan', '==', '-', 'astype', 'np', '-', 'np', 'genfromtxt', 'shape', 'np', 'count_nonzero', '~', 'np', 'isnan', 'size', 'shape', 'np', 'zeros', '-', 'size', 'np', 'zeros', '-', 'size', 'np', 'zeros', 'np', 'zeros', '-', '-', 'size', 'np', 'zeros', 'size', '-', '-', '==', 'math', 'isnan', '==', '+', '+', '-', 'math', 'isnan', '==', '+', 'argsort', '-']"
prakhar,/Users/AK/Code/ffc/bigpaper/submissions/prakhar - 4 submission/HW2_GPA.py,py,"['numpy', 'np', 'pandas', 'pd', 'csv', 'math', 'matplotlib.pyplot', 'plt', 'sklearn.naive_bayes', 'sklearn', 'sklearn.svm', 'sklearn.metrics', 'sklearn.ensemble', 'sklearn.linear_model', 'sklearn.feature_extraction.text', 'sklearn.feature_selection', 'sklearn.decomposition', 'sklearn.preprocessing', 'sklearn.model_selection', 'scipy', 'stats', 'sklearn.utils', 'resample', 'unicodedata', 'math', 'isnan', 'read_csv', 'dtype', 'values', 'shape', '-', '-', '-', '-', '==', 'math', 'isnan', '==', '-', 'astype', 'np', '-', 'np', 'genfromtxt', 'shape', 'np', 'count_nonzero', '~', 'np', 'isnan', 'size', 'shape', 'np', 'zeros', '-', 'size', 'np', 'zeros', '-', 'size', 'np', 'zeros', 'np', 'zeros', '-', '-', 'size', 'np', 'zeros', 'size', '-', '-', '==', 'math', 'isnan', '==', '+', '+', 'np', 'unique', 'shape', 'shape', 'shape', 'plot', 'np', 'log10', 'np', 'unique', 'shape', 'np', 'cumsum', 'np', 'round', '*', '-', 'math', 'isnan', '==', '+', 'np', 'concatenate', 'np', 'newaxis', 'indices', 'split', 'np', 'zeros', 'split', '+', '/', 'hist', 'np', 'histogram', 'hist', 'astype', '/', 'hist', 'sum', 'stats', 'np', 'var', 'np', 'zeros', '-', '-', '-', '!=', '+', '==', '-', '+', 'np', 'unique', 'shape', 'np', 'savetxt', 'np', 'concatenate', 'np', 'newaxis', 'np', 'newaxis', 'T', 'np', 'concatenate', 'np', 'newaxis', 'np', 'concatenate', 'T', 'np', 'savetxt', 'np', 'unique', 'shape']"
amagann,/Users/AK/Code/ffc/bigpaper/submissions/amagann - 21 submission/ass2_ml.py,py,"['matplotlib.pyplot', 'plt', 'numpy', 'np', 'sklearn', 'sklearn', 'pandas', 'pd', 'sklearn.preprocessing', 'sklearn.preprocessing', 'sklearn.linear_model', 'sklearn.metrics', 'sklearn.model_selection', 'sklearn.gaussian_process', 'sklearn.tree', 'sklearn.svm', 'sklearn.ensemble', 'read_csv', 'read_csv', 'read_csv', 'le', 'iloc', 'le', 'iloc', 'ix', 'DataFrame', 'drop', 'columns', 'concat', 'as_matrix', 'astype', 'np', 'as_matrix', 'astype', 'np', 'read_csv', 'read_csv', 'T', 'T', 'columns', 'apply', 'sum', '>', 'le', 'iloc', 'le', 'iloc', 'ix', 'DataFrame', 'drop', 'columns', 'concat', 'tofile', 'tofile']"
amusse,/Users/AK/Code/ffc/bigpaper/submissions/amusse - 6 submission/MissingDataScript.py,py,"['pandas', 'pd', 'numpy', 'np', 'set_option', 'reset_option', 'read_csv', 'to_datetime', '-', 'to_datetime', '/', 'np', 'timedelta64', 'astype', 'drop', 'drop', 'drop', 'drop', 'drop', 'drop', 'drop', 'columns', 'replace', 'replace', 'fillna', 'mode', 'iloc', 'fillna', '_get_numeric_data', '<', 'sort_values', 'to_csv', 'read_csv']"
